#time 1Hz  2Hz      5Hz      10Hz      
80490000 0.062791 -0.125333 0.309017 -0.587785
80500000 0.000000 -0.000000 0.000000 -0.000000
80510000 -0.062791 0.125333 -0.309017 0.587785
80520000 -0.125333 0.248690 -0.587785 0.951057
80530000 -0.187381 0.368125 -0.809017 0.951057
80540000 -0.248690 0.481754 -0.951057 0.587785
80550000 -0.309017 0.587785 -1.000000 0.000000
80560000 -0.368125 0.684547 -0.951057 -0.587785
80570000 -0.425779 0.770513 -0.809017 -0.951057
80580000 -0.481754 0.844328 -0.587785 -0.951057
80590000 -0.535827 0.904827 -0.309017 -0.587785
8.060000e+07 -0.587785 0.951057 0.000000 0.000000
80610000 -0.637424 0.982287 0.309017 0.587785
80620000 -0.684547 0.998027 0.587785 0.951057
80630000 -0.728969 0.998027 0.809017 0.951057
80640000 -0.770513 0.982287 0.951057 0.587785
80650000 -0.809017 0.951057 1.000000 0.000000
80660000 -0.844328 0.904827 0.951057 -0.587785
80670000 -0.876307 0.844328 0.809017 -0.951057
80680000 -0.904827 0.770513 0.587785 -0.951057
80690000 -0.929776 0.684547 0.309017 -0.587785
80700000 -0.951057 0.587785 -0.000000 0.000000
8.071000e+07 -0.968583 0.481754 -0.309017 0.587785
80720000 -0.982287 0.368125 -0.587785 0.951057
80730000 -0.992115 0.248690 -0.809017 0.951057
80740000 -0.998027 0.125333 -0.951057 0.587785
80750000 -1.000000 0.000000 -1.000000 0.000000
80760000 -0.998027 -0.125333 -0.951057 -0.587785
80770000 -0.992115 -0.248690 -0.809017 -0.951057
80780000 -0.982287 -0.368125 -0.587785 -0.951057
80790000 -0.968583 -0.481754 -0.309017 -0.587785
80800000 -0.951057 -0.587785 -0.000000 -0.000000
80810000 -0.929776 -0.684547 0.309017 0.587785
80820000 -0.904827 -0.770513 0.587785 0.951057
80830000 -0.876307 -0.844328 0.809017 0.951057
80840000 -0.844328 -0.904827 0.951057 0.587785
8.085000e+07 -0.809017 -0.951057 1.000000 -0.000000
80860000 -0.770513 -0.982287 0.951057 -0.587785
80870000 -0.728969 -0.998027 0.809017 -0.951057
80880000 -0.684547 -0.998027 0.587785 -0.951057
80890000 -0.637424 -0.982287 0.309017 -0.587785
80900000 -0.587785 -0.951057 -0.000000 0.000000
80910000 -0.535827 -0.904827 -0.309017 0.587785
80920000 -0.481754 -0.844328 -0.587785 0.951057
80930000 -0.425779 -0.770513 -0.809017 0.951057
80940000 -0.368125 -0.684547 -0.951057 0.587785
80950000 -0.309017 -0.587785 -1.000000 0.000000
8.096000e+07 -0.248690 -0.481754 -0.951057 -0.587785
80970000 -0.187381 -0.368125 -0.809017 -0.951057
80980000 -0.125333 -0.248690 -0.587785 -0.951057
80990000 -0.062791 -0.125333 -0.309017 -0.587785
81000000 -0.000000 -0.000000 -0.000000 -0.000000
81010000 0.062791 0.125333 0.309017 0.587785
81020000 0.125333 0.248690 0.587785 0.951057
81030000 0.187381 0.368125 0.809017 0.951057
81040000 0.248690 0.481754 0.951057 0.587785
81050000 0.309017 0.587785 1.000000 0.000000
81060000 0.368125 0.684547 0.951057 -0.587785
81070000 0.425779 0.770513 0.809017 -0.951057
81080000 0.481754 0.844328 0.587785 -0.951057
81090000 0.535827 0.904827 0.309017 -0.587785
8.110000e+07 0.587785 0.951057 -0.000000 0.000000
81110000 0.637424 0.982287 -0.309017 0.587785
81120000 0.684547 0.998027 -0.587785 0.951057
81130000 0.728969 0.998027 -0.809017 0.951057
81140000 0.770513 0.982287 -0.951057 0.587785
81150000 0.809017 0.951057 -1.000000 -0.000000
81160000 0.844328 0.904827 -0.951057 -0.587785
81170000 0.876307 0.844328 -0.809017 -0.951057
81180000 0.904827 0.770513 -0.587785 -0.951057
81190000 0.929776 0.684547 -0.309017 -0.587785
81200000 0.951057 0.587785 -0.000000 -0.000000
8.121000e+07 0.968583 0.481754 0.309017 0.587785
81220000 0.982287 0.368125 0.587785 0.951057
81230000 0.992115 0.248690 0.809017 0.951057
81240000 0.998027 0.125333 0.951057 0.587785
81250000 1.000000 0.000000 1.000000 0.000000
81260000 0.998027 -0.125333 0.951057 -0.587785
81270000 0.992115 -0.248690 0.809017 -0.951057
81280000 0.982287 -0.368125 0.587785 -0.951057
81290000 0.968583 -0.481754 0.309017 -0.587785
81300000 0.951057 -0.587785 0.000000 -0.000000
81310000 0.929776 -0.684547 -0.309017 0.587785
81320000 0.904827 -0.770513 -0.587785 0.951057
81330000 0.876307 -0.844328 -0.809017 0.951057
81340000 0.844328 -0.904827 -0.951057 0.587785
8.135000e+07 0.809017 -0.951057 -1.000000 -0.000000
81360000 0.770513 -0.982287 -0.951057 -0.587785
81370000 0.728969 -0.998027 -0.809017 -0.951057
81380000 0.684547 -0.998027 -0.587785 -0.951057
81390000 0.637424 -0.982287 -0.309017 -0.587785
81400000 0.587785 -0.951057 0.000000 0.000000
81410000 0.535827 -0.904827 0.309017 0.587785
81420000 0.481754 -0.844328 0.587785 0.951057
81430000 0.425779 -0.770513 0.809017 0.951057
81440000 0.368125 -0.684547 0.951057 0.587785
81450000 0.309017 -0.587785 1.000000 -0.000000
8.146000e+07 0.248690 -0.481754 0.951057 -0.587785
81470000 0.187381 -0.368125 0.809017 -0.951057
81480000 0.125333 -0.248690 0.587785 -0.951057
81490000 0.062791 -0.125333 0.309017 -0.587785
81500000 0.000000 -0.000000 0.000000 -0.000000
81510000 -0.062791 0.125333 -0.309017 0.587785
81520000 -0.125333 0.248690 -0.587785 0.951057
81530000 -0.187381 0.368125 -0.809017 0.951057
81540000 -0.248690 0.481754 -0.951057 0.587785
81550000 -0.309017 0.587785 -1.000000 0.000000
81560000 -0.368125 0.684547 -0.951057 -0.587785
81570000 -0.425779 0.770513 -0.809017 -0.951057
81580000 -0.481754 0.844328 -0.587785 -0.951057
81590000 -0.535827 0.904827 -0.309017 -0.587785
8.160000e+07 -0.587785 0.951057 0.000000 0.000000
81610000 -0.637424 0.982287 0.309017 0.587785
81620000 -0.684547 0.998027 0.587785 0.951057
81630000 -0.728969 0.998027 0.809017 0.951057
81640000 -0.770513 0.982287 0.951057 0.587785
81650000 -0.809017 0.951057 1.000000 -0.000000
81660000 -0.844328 0.904827 0.951057 -0.587785
81670000 -0.876307 0.844328 0.809017 -0.951057
81680000 -0.904827 0.770513 0.587785 -0.951057
81690000 -0.929776 0.684547 0.309017 -0.587785
81700000 -0.951057 0.587785 -0.000000 0.000000
8.171000e+07 -0.968583 0.481754 -0.309017 0.587785
81720000 -0.982287 0.368125 -0.587785 0.951057
81730000 -0.992115 0.248690 -0.809017 0.951057
81740000 -0.998027 0.125333 -0.951057 0.587785
81750000 -1.000000 0.000000 -1.000000 0.000000
81760000 -0.998027 -0.125333 -0.951057 -0.587785
81770000 -0.992115 -0.248690 -0.809017 -0.951057
81780000 -0.982287 -0.368125 -0.587785 -0.951057
81790000 -0.968583 -0.481754 -0.309017 -0.587785
81800000 -0.951057 -0.587785 0.000000 0.000000
81810000 -0.929776 -0.684547 0.309017 0.587785
81820000 -0.904827 -0.770513 0.587785 0.951057
81830000 -0.876307 -0.844328 0.809017 0.951057
81840000 -0.844328 -0.904827 0.951057 0.587785
8.185000e+07 -0.809017 -0.951057 1.000000 -0.000000
81860000 -0.770513 -0.982287 0.951057 -0.587785
81870000 -0.728969 -0.998027 0.809017 -0.951057
81880000 -0.684547 -0.998027 0.587785 -0.951057
81890000 -0.637424 -0.982287 0.309017 -0.587785
81900000 -0.587785 -0.951057 0.000000 -0.000000
81910000 -0.535827 -0.904827 -0.309017 0.587785
81920000 -0.481754 -0.844328 -0.587785 0.951057
81930000 -0.425779 -0.770513 -0.809017 0.951057
81940000 -0.368125 -0.684547 -0.951057 0.587785
81950000 -0.309017 -0.587785 -1.000000 0.000000
8.196000e+07 -0.248690 -0.481754 -0.951057 -0.587785
81970000 -0.187381 -0.368125 -0.809017 -0.951057
81980000 -0.125333 -0.248690 -0.587785 -0.951057
81990000 -0.062791 -0.125333 -0.309017 -0.587785
82000000 -0.000000 -0.000000 -0.000000 -0.000000
82010000 0.062791 0.125333 0.309017 0.587785
82020000 0.125333 0.248690 0.587785 0.951057
82030000 0.187381 0.368125 0.809017 0.951057
82040000 0.248690 0.481754 0.951057 0.587785
82050000 0.309017 0.587785 1.000000 0.000000
82060000 0.368125 0.684547 0.951057 -0.587785
82070000 0.425779 0.770513 0.809017 -0.951057
82080000 0.481754 0.844328 0.587785 -0.951057
82090000 0.535827 0.904827 0.309017 -0.587785
8.210000e+07 0.587785 0.951057 -0.000000 0.000000
82110000 0.637424 0.982287 -0.309017 0.587785
82120000 0.684547 0.998027 -0.587785 0.951057
82130000 0.728969 0.998027 -0.809017 0.951057
82140000 0.770513 0.982287 -0.951057 0.587785
82150000 0.809017 0.951057 -1.000000 -0.000000
82160000 0.844328 0.904827 -0.951057 -0.587785
82170000 0.876307 0.844328 -0.809017 -0.951057
82180000 0.904827 0.770513 -0.587785 -0.951057
82190000 0.929776 0.684547 -0.309017 -0.587785
82200000 0.951057 0.587785 0.000000 0.000000
8.221000e+07 0.968583 0.481754 0.309017 0.587785
82220000 0.982287 0.368125 0.587785 0.951057
82230000 0.992115 0.248690 0.809017 0.951057
82240000 0.998027 0.125333 0.951057 0.587785
82250000 1.000000 0.000000 1.000000 0.000000
82260000 0.998027 -0.125333 0.951057 -0.587785
82270000 0.992115 -0.248690 0.809017 -0.951057
82280000 0.982287 -0.368125 0.587785 -0.951057
82290000 0.968583 -0.481754 0.309017 -0.587785
82300000 0.951057 -0.587785 0.000000 -0.000000
82310000 0.929776 -0.684547 -0.309017 0.587785
82320000 0.904827 -0.770513 -0.587785 0.951057
82330000 0.876307 -0.844328 -0.809017 0.951057
82340000 0.844328 -0.904827 -0.951057 0.587785
8.235000e+07 0.809017 -0.951057 -1.000000 -0.000000
82360000 0.770513 -0.982287 -0.951057 -0.587785
82370000 0.728969 -0.998027 -0.809017 -0.951057
82380000 0.684547 -0.998027 -0.587785 -0.951057
82390000 0.637424 -0.982287 -0.309017 -0.587785
82400000 0.587785 -0.951057 0.000000 0.000000
82410000 0.535827 -0.904827 0.309017 0.587785
82420000 0.481754 -0.844328 0.587785 0.951057
82430000 0.425779 -0.770513 0.809017 0.951057
82440000 0.368125 -0.684547 0.951057 0.587785
82450000 0.309017 -0.587785 1.000000 -0.000000
8.246000e+07 0.248690 -0.481754 0.951057 -0.587785
82470000 0.187381 -0.368125 0.809017 -0.951057
82480000 0.125333 -0.248690 0.587785 -0.951057
82490000 0.062791 -0.125333 0.309017 -0.587785
82500000 0.000000 -0.000000 0.000000 -0.000000
82510000 -0.062791 0.125333 -0.309017 0.587785
82520000 -0.125333 0.248690 -0.587785 0.951057
82530000 -0.187381 0.368125 -0.809017 0.951057
82540000 -0.248690 0.481754 -0.951057 0.587785
82550000 -0.309017 0.587785 -1.000000 0.000000
82560000 -0.368125 0.684547 -0.951057 -0.587785
82570000 -0.425779 0.770513 -0.809017 -0.951057
82580000 -0.481754 0.844328 -0.587785 -0.951057
82590000 -0.535827 0.904827 -0.309017 -0.587785
8.260000e+07 -0.587785 0.951057 -0.000000 -0.000000
82610000 -0.637424 0.982287 0.309017 0.587785
82620000 -0.684547 0.998027 0.587785 0.951057
82630000 -0.728969 0.998027 0.809017 0.951057
82640000 -0.770513 0.982287 0.951057 0.587785
82650000 -0.809017 0.951057 1.000000 -0.000000
82660000 -0.844328 0.904827 0.951057 -0.587785
82670000 -0.876307 0.844328 0.809017 -0.951057
82680000 -0.904827 0.770513 0.587785 -0.951057
82690000 -0.929776 0.684547 0.309017 -0.587785
82700000 -0.951057 0.587785 0.000000 -0.000000
8.271000e+07 -0.968583 0.481754 -0.309017 0.587785
82720000 -0.982287 0.368125 -0.587785 0.951057
82730000 -0.992115 0.248690 -0.809017 0.951057
82740000 -0.998027 0.125333 -0.951057 0.587785
82750000 -1.000000 0.000000 -1.000000 -0.000000
82760000 -0.998027 -0.125333 -0.951057 -0.587785
82770000 -0.992115 -0.248690 -0.809017 -0.951057
82780000 -0.982287 -0.368125 -0.587785 -0.951057
82790000 -0.968583 -0.481754 -0.309017 -0.587785
82800000 -0.951057 -0.587785 -0.000000 -0.000000
82810000 -0.929776 -0.684547 0.309017 0.587785
82820000 -0.904827 -0.770513 0.587785 0.951057
82830000 -0.876307 -0.844328 0.809017 0.951057
82840000 -0.844328 -0.904827 0.951057 0.587785
8.285000e+07 -0.809017 -0.951057 1.000000 -0.000000
82860000 -0.770513 -0.982287 0.951057 -0.587785
82870000 -0.728969 -0.998027 0.809017 -0.951057
82880000 -0.684547 -0.998027 0.587785 -0.951057
82890000 -0.637424 -0.982287 0.309017 -0.587785
82900000 -0.587785 -0.951057 -0.000000 0.000000
82910000 -0.535827 -0.904827 -0.309017 0.587785
82920000 -0.481754 -0.844328 -0.587785 0.951057
82930000 -0.425779 -0.770513 -0.809017 0.951057
82940000 -0.368125 -0.684547 -0.951057 0.587785
82950000 -0.309017 -0.587785 -1.000000 -0.000000
8.296000e+07 -0.248690 -0.481754 -0.951057 -0.587785
82970000 -0.187381 -0.368125 -0.809017 -0.951057
82980000 -0.125333 -0.248690 -0.587785 -0.951057
82990000 -0.062791 -0.125333 -0.309017 -0.587785
83000000 0.000000 0.000000 0.000000 0.000000
83010000 0.062791 0.125333 0.309017 0.587785
83020000 0.125333 0.248690 0.587785 0.951057
83030000 0.187381 0.368125 0.809017 0.951057
83040000 0.248690 0.481754 0.951057 0.587785
83050000 0.309017 0.587785 1.000000 -0.000000
83060000 0.368125 0.684547 0.951057 -0.587785
83070000 0.425779 0.770513 0.809017 -0.951057
83080000 0.481754 0.844328 0.587785 -0.951057
83090000 0.535827 0.904827 0.309017 -0.587785
8.310000e+07 0.587785 0.951057 0.000000 -0.000000
83110000 0.637424 0.982287 -0.309017 0.587785
83120000 0.684547 0.998027 -0.587785 0.951057
83130000 0.728969 0.998027 -0.809017 0.951057
83140000 0.770513 0.982287 -0.951057 0.587785
83150000 0.809017 0.951057 -1.000000 0.000000
83160000 0.844328 0.904827 -0.951057 -0.587785
83170000 0.876307 0.844328 -0.809017 -0.951057
83180000 0.904827 0.770513 -0.587785 -0.951057
83190000 0.929776 0.684547 -0.309017 -0.587785
83200000 0.951057 0.587785 0.000000 0.000000
8.321000e+07 0.968583 0.481754 0.309017 0.587785
83220000 0.982287 0.368125 0.587785 0.951057
83230000 0.992115 0.248690 0.809017 0.951057
83240000 0.998027 0.125333 0.951057 0.587785
83250000 1.000000 0.000000 1.000000 0.000000
83260000 0.998027 -0.125333 0.951057 -0.587785
83270000 0.992115 -0.248690 0.809017 -0.951057
83280000 0.982287 -0.368125 0.587785 -0.951057
83290000 0.968583 -0.481754 0.309017 -0.587785
83300000 0.951057 -0.587785 0.000000 -0.000000
83310000 0.929776 -0.684547 -0.309017 0.587785
83320000 0.904827 -0.770513 -0.587785 0.951057
83330000 0.876307 -0.844328 -0.809017 0.951057
83340000 0.844328 -0.904827 -0.951057 0.587785
8.335000e+07 0.809017 -0.951057 -1.000000 -0.000000
83360000 0.770513 -0.982287 -0.951057 -0.587785
83370000 0.728969 -0.998027 -0.809017 -0.951057
83380000 0.684547 -0.998027 -0.587785 -0.951057
83390000 0.637424 -0.982287 -0.309017 -0.587785
83400000 0.587785 -0.951057 0.000000 0.000000
83410000 0.535827 -0.904827 0.309017 0.587785
83420000 0.481754 -0.844328 0.587785 0.951057
83430000 0.425779 -0.770513 0.809017 0.951057
83440000 0.368125 -0.684547 0.951057 0.587785
83450000 0.309017 -0.587785 1.000000 -0.000000
8.346000e+07 0.248690 -0.481754 0.951057 -0.587785
83470000 0.187381 -0.368125 0.809017 -0.951057
83480000 0.125333 -0.248690 0.587785 -0.951057
83490000 0.062791 -0.125333 0.309017 -0.587785
83500000 -0.000000 0.000000 -0.000000 0.000000
83510000 -0.062791 0.125333 -0.309017 0.587785
83520000 -0.125333 0.248690 -0.587785 0.951057
83530000 -0.187381 0.368125 -0.809017 0.951057
83540000 -0.248690 0.481754 -0.951057 0.587785
83550000 -0.309017 0.587785 -1.000000 0.000000
83560000 -0.368125 0.684547 -0.951057 -0.587785
83570000 -0.425779 0.770513 -0.809017 -0.951057
83580000 -0.481754 0.844328 -0.587785 -0.951057
83590000 -0.535827 0.904827 -0.309017 -0.587785
8.360000e+07 -0.587785 0.951057 0.000000 0.000000
83610000 -0.637424 0.982287 0.309017 0.587785
83620000 -0.684547 0.998027 0.587785 0.951057
83630000 -0.728969 0.998027 0.809017 0.951057
83640000 -0.770513 0.982287 0.951057 0.587785
83650000 -0.809017 0.951057 1.000000 0.000000
83660000 -0.844328 0.904827 0.951057 -0.587785
83670000 -0.876307 0.844328 0.809017 -0.951057
83680000 -0.904827 0.770513 0.587785 -0.951057
83690000 -0.929776 0.684547 0.309017 -0.587785
83700000 -0.951057 0.587785 0.000000 -0.000000
8.371000e+07 -0.968583 0.481754 -0.309017 0.587785
83720000 -0.982287 0.368125 -0.587785 0.951057
83730000 -0.992115 0.248690 -0.809017 0.951057
83740000 -0.998027 0.125333 -0.951057 0.587785
83750000 -1.000000 0.000000 -1.000000 0.000000
83760000 -0.998027 -0.125333 -0.951057 -0.587785
83770000 -0.992115 -0.248690 -0.809017 -0.951057
83780000 -0.982287 -0.368125 -0.587785 -0.951057
83790000 -0.968583 -0.481754 -0.309017 -0.587785
83800000 -0.951057 -0.587785 -0.000000 -0.000000
83810000 -0.929776 -0.684547 0.309017 0.587785
83820000 -0.904827 -0.770513 0.587785 0.951057
83830000 -0.876307 -0.844328 0.809017 0.951057
83840000 -0.844328 -0.904827 0.951057 0.587785
8.385000e+07 -0.809017 -0.951057 1.000000 -0.000000
83860000 -0.770513 -0.982287 0.951057 -0.587785
83870000 -0.728969 -0.998027 0.809017 -0.951057
83880000 -0.684547 -0.998027 0.587785 -0.951057
83890000 -0.637424 -0.982287 0.309017 -0.587785
83900000 -0.587785 -0.951057 -0.000000 0.000000
83910000 -0.535827 -0.904827 -0.309017 0.587785
83920000 -0.481754 -0.844328 -0.587785 0.951057
83930000 -0.425779 -0.770513 -0.809017 0.951057
83940000 -0.368125 -0.684547 -0.951057 0.587785
83950000 -0.309017 -0.587785 -1.000000 0.000000
8.396000e+07 -0.248690 -0.481754 -0.951057 -0.587785
83970000 -0.187381 -0.368125 -0.809017 -0.951057
83980000 -0.125333 -0.248690 -0.587785 -0.951057
83990000 -0.062791 -0.125333 -0.309017 -0.587785
84000000 0.000000 0.000000 0.000000 0.000000
84010000 0.062791 0.125333 0.309017 0.587785
84020000 0.125333 0.248690 0.587785 0.951057
84030000 0.187381 0.368125 0.809017 0.951057
84040000 0.248690 0.481754 0.951057 0.587785
84050000 0.309017 0.587785 1.000000 -0.000000
84060000 0.368125 0.684547 0.951057 -0.587785
84070000 0.425779 0.770513 0.809017 -0.951057
84080000 0.481754 0.844328 0.587785 -0.951057
84090000 0.535827 0.904827 0.309017 -0.587785
8.410000e+07 0.587785 0.951057 0.000000 -0.000000
84110000 0.637424 0.982287 -0.309017 0.587785
84120000 0.684547 0.998027 -0.587785 0.951057
84130000 0.728969 0.998027 -0.809017 0.951057
84140000 0.770513 0.982287 -0.951057 0.587785
84150000 0.809017 0.951057 -1.000000 0.000000
84160000 0.844328 0.904827 -0.951057 -0.587785
84170000 0.876307 0.844328 -0.809017 -0.951057
84180000 0.904827 0.770513 -0.587785 -0.951057
84190000 0.929776 0.684547 -0.309017 -0.587785
84200000 0.951057 0.587785 -0.000000 -0.000000
8.421000e+07 0.968583 0.481754 0.309017 0.587785
84220000 0.982287 0.368125 0.587785 0.951057
84230000 0.992115 0.248690 0.809017 0.951057
84240000 0.998027 0.125333 0.951057 0.587785
84250000 1.000000 0.000000 1.000000 0.000000
84260000 0.998027 -0.125333 0.951057 -0.587785
84270000 0.992115 -0.248690 0.809017 -0.951057
84280000 0.982287 -0.368125 0.587785 -0.951057
84290000 0.968583 -0.481754 0.309017 -0.587785
84300000 0.951057 -0.587785 0.000000 -0.000000
84310000 0.929776 -0.684547 -0.309017 0.587785
84320000 0.904827 -0.770513 -0.587785 0.951057
84330000 0.876307 -0.844328 -0.809017 0.951057
84340000 0.844328 -0.904827 -0.951057 0.587785
8.435000e+07 0.809017 -0.951057 -1.000000 -0.000000
84360000 0.770513 -0.982287 -0.951057 -0.587785
84370000 0.728969 -0.998027 -0.809017 -0.951057
84380000 0.684547 -0.998027 -0.587785 -0.951057
84390000 0.637424 -0.982287 -0.309017 -0.587785
84400000 0.587785 -0.951057 -0.000000 -0.000000
84410000 0.535827 -0.904827 0.309017 0.587785
84420000 0.481754 -0.844328 0.587785 0.951057
84430000 0.425779 -0.770513 0.809017 0.951057
84440000 0.368125 -0.684547 0.951057 0.587785
84450000 0.309017 -0.587785 1.000000 -0.000000
8.446000e+07 0.248690 -0.481754 0.951057 -0.587785
84470000 0.187381 -0.368125 0.809017 -0.951057
84480000 0.125333 -0.248690 0.587785 -0.951057
84490000 0.062791 -0.125333 0.309017 -0.587785
84500000 0.000000 -0.000000 0.000000 -0.000000
84510000 -0.062791 0.125333 -0.309017 0.587785
84520000 -0.125333 0.248690 -0.587785 0.951057
84530000 -0.187381 0.368125 -0.809017 0.951057
84540000 -0.248690 0.481754 -0.951057 0.587785
84550000 -0.309017 0.587785 -1.000000 -0.000000
84560000 -0.368125 0.684547 -0.951057 -0.587785
84570000 -0.425779 0.770513 -0.809017 -0.951057
84580000 -0.481754 0.844328 -0.587785 -0.951057
84590000 -0.535827 0.904827 -0.309017 -0.587785
8.460000e+07 -0.587785 0.951057 0.000000 0.000000
84610000 -0.637424 0.982287 0.309017 0.587785
84620000 -0.684547 0.998027 0.587785 0.951057
84630000 -0.728969 0.998027 0.809017 0.951057
84640000 -0.770513 0.982287 0.951057 0.587785
84650000 -0.809017 0.951057 1.000000 0.000000
84660000 -0.844328 0.904827 0.951057 -0.587785
84670000 -0.876307 0.844328 0.809017 -0.951057
84680000 -0.904827 0.770513 0.587785 -0.951057
84690000 -0.929776 0.684547 0.309017 -0.587785
84700000 -0.951057 0.587785 0.000000 -0.000000
8.471000e+07 -0.968583 0.481754 -0.309017 0.587785
84720000 -0.982287 0.368125 -0.587785 0.951057
84730000 -0.992115 0.248690 -0.809017 0.951057
84740000 -0.998027 0.125333 -0.951057 0.587785
84750000 -1.000000 0.000000 -1.000000 0.000000
84760000 -0.998027 -0.125333 -0.951057 -0.587785
84770000 -0.992115 -0.248690 -0.809017 -0.951057
84780000 -0.982287 -0.368125 -0.587785 -0.951057
84790000 -0.968583 -0.481754 -0.309017 -0.587785
84800000 -0.951057 -0.587785 -0.000000 -0.000000
84810000 -0.929776 -0.684547 0.309017 0.587785
84820000 -0.904827 -0.770513 0.587785 0.951057
84830000 -0.876307 -0.844328 0.809017 0.951057
84840000 -0.844328 -0.904827 0.951057 0.587785
8.485000e+07 -0.809017 -0.951057 1.000000 -0.000000
84860000 -0.770513 -0.982287 0.951057 -0.587785
84870000 -0.728969 -0.998027 0.809017 -0.951057
84880000 -0.684547 -0.998027 0.587785 -0.951057
84890000 -0.637424 -0.982287 0.309017 -0.587785
84900000 -0.587785 -0.951057 -0.000000 0.000000
84910000 -0.535827 -0.904827 -0.309017 0.587785
84920000 -0.481754 -0.844328 -0.587785 0.951057
84930000 -0.425779 -0.770513 -0.809017 0.951057
84940000 -0.368125 -0.684547 -0.951057 0.587785
84950000 -0.309017 -0.587785 -1.000000 0.000000
8.496000e+07 -0.248690 -0.481754 -0.951057 -0.587785
84970000 -0.187381 -0.368125 -0.809017 -0.951057
84980000 -0.125333 -0.248690 -0.587785 -0.951057
84990000 -0.062791 -0.125333 -0.309017 -0.587785
85000000 -0.000000 -0.000000 -0.000000 -0.000000
85010000 0.062791 0.125333 0.309017 0.587785
85020000 0.125333 0.248690 0.587785 0.951057
85030000 0.187381 0.368125 0.809017 0.951057
85040000 0.248690 0.481754 0.951057 0.587785
85050000 0.309017 0.587785 1.000000 0.000000
85060000 0.368125 0.684547 0.951057 -0.587785
85070000 0.425779 0.770513 0.809017 -0.951057
85080000 0.481754 0.844328 0.587785 -0.951057
85090000 0.535827 0.904827 0.309017 -0.587785
8.510000e+07 0.587785 0.951057 -0.000000 0.000000
85110000 0.637424 0.982287 -0.309017 0.587785
85120000 0.684547 0.998027 -0.587785 0.951057
85130000 0.728969 0.998027 -0.809017 0.951057
85140000 0.770513 0.982287 -0.951057 0.587785
85150000 0.809017 0.951057 -1.000000 -0.000000
85160000 0.844328 0.904827 -0.951057 -0.587785
85170000 0.876307 0.844328 -0.809017 -0.951057
85180000 0.904827 0.770513 -0.587785 -0.951057
85190000 0.929776 0.684547 -0.309017 -0.587785
85200000 0.951057 0.587785 0.000000 0.000000
8.521000e+07 0.968583 0.481754 0.309017 0.587785
85220000 0.982287 0.368125 0.587785 0.951057
85230000 0.992115 0.248690 0.809017 0.951057
85240000 0.998027 0.125333 0.951057 0.587785
85250000 1.000000 0.000000 1.000000 0.000000
85260000 0.998027 -0.125333 0.951057 -0.587785
85270000 0.992115 -0.248690 0.809017 -0.951057
85280000 0.982287 -0.368125 0.587785 -0.951057
85290000 0.968583 -0.481754 0.309017 -0.587785
85300000 0.951057 -0.587785 0.000000 -0.000000
85310000 0.929776 -0.684547 -0.309017 0.587785
85320000 0.904827 -0.770513 -0.587785 0.951057
85330000 0.876307 -0.844328 -0.809017 0.951057
85340000 0.844328 -0.904827 -0.951057 0.587785
8.535000e+07 0.809017 -0.951057 -1.000000 0.000000
85360000 0.770513 -0.982287 -0.951057 -0.587785
85370000 0.728969 -0.998027 -0.809017 -0.951057
85380000 0.684547 -0.998027 -0.587785 -0.951057
85390000 0.637424 -0.982287 -0.309017 -0.587785
85400000 0.587785 -0.951057 0.000000 0.000000
85410000 0.535827 -0.904827 0.309017 0.587785
85420000 0.481754 -0.844328 0.587785 0.951057
85430000 0.425779 -0.770513 0.809017 0.951057
85440000 0.368125 -0.684547 0.951057 0.587785
85450000 0.309017 -0.587785 1.000000 0.000000
8.546000e+07 0.248690 -0.481754 0.951057 -0.587785
85470000 0.187381 -0.368125 0.809017 -0.951057
85480000 0.125333 -0.248690 0.587785 -0.951057
85490000 0.062791 -0.125333 0.309017 -0.587785
85500000 0.000000 -0.000000 0.000000 -0.000000
85510000 -0.062791 0.125333 -0.309017 0.587785
85520000 -0.125333 0.248690 -0.587785 0.951057
85530000 -0.187381 0.368125 -0.809017 0.951057
85540000 -0.248690 0.481754 -0.951057 0.587785
85550000 -0.309017 0.587785 -1.000000 0.000000
85560000 -0.368125 0.684547 -0.951057 -0.587785
85570000 -0.425779 0.770513 -0.809017 -0.951057
85580000 -0.481754 0.844328 -0.587785 -0.951057
85590000 -0.535827 0.904827 -0.309017 -0.587785
8.560000e+07 -0.587785 0.951057 0.000000 0.000000
85610000 -0.637424 0.982287 0.309017 0.587785
85620000 -0.684547 0.998027 0.587785 0.951057
85630000 -0.728969 0.998027 0.809017 0.951057
85640000 -0.770513 0.982287 0.951057 0.587785
85650000 -0.809017 0.951057 1.000000 -0.000000
85660000 -0.844328 0.904827 0.951057 -0.587785
85670000 -0.876307 0.844328 0.809017 -0.951057
85680000 -0.904827 0.770513 0.587785 -0.951057
85690000 -0.929776 0.684547 0.309017 -0.587785
85700000 -0.951057 0.587785 -0.000000 0.000000
8.571000e+07 -0.968583 0.481754 -0.309017 0.587785
85720000 -0.982287 0.368125 -0.587785 0.951057
85730000 -0.992115 0.248690 -0.809017 0.951057
85740000 -0.998027 0.125333 -0.951057 0.587785
85750000 -1.000000 -0.000000 -1.000000 -0.000000
85760000 -0.998027 -0.125333 -0.951057 -0.587785
85770000 -0.992115 -0.248690 -0.809017 -0.951057
85780000 -0.982287 -0.368125 -0.587785 -0.951057
85790000 -0.968583 -0.481754 -0.309017 -0.587785
